,x_min,x_max,y_min,y_max,trap_num,trap_id
2793,120.104,120.105,22.9491441,22.950045,0,[]
2794,120.104,120.105,22.950045,22.9509459,0,[]
2795,120.104,120.105,22.9509459,22.9518468,0,[]
2796,120.104,120.105,22.9518468,22.9527477,0,[]
2797,120.104,120.105,22.9527477,22.9536486,0,[]
2798,120.104,120.105,22.9536486,22.9545495,0,[]
2799,120.104,120.105,22.9545495,22.9554504,0,[]
2800,120.104,120.105,22.9554504,22.9563513,0,[]
2801,120.104,120.105,22.9563513,22.9572522,0,[]
2802,120.104,120.105,22.9572522,22.9581531,0,[]
2803,120.104,120.105,22.9581531,22.959054,0,[]
2804,120.104,120.105,22.959054,22.9599549,0,[]
2805,120.104,120.105,22.9599549,22.9608558,0,[]
2806,120.104,120.105,22.9608558,22.9617567,0,[]
2807,120.104,120.105,22.9617567,22.9626576,0,[]
2808,120.104,120.105,22.9626576,22.9635585,0,[]
2809,120.104,120.105,22.9635585,22.9644594,0,[]
2810,120.104,120.105,22.9644594,22.9653603,0,[]
2811,120.104,120.105,22.9653603,22.9662612,0,[]
2812,120.104,120.105,22.9662612,22.9671621,0,[]
2813,120.104,120.105,22.9671621,22.968063,0,[]
2814,120.104,120.105,22.968063,22.9689639,0,[]
2815,120.104,120.105,22.9689639,22.9698648,0,[]
2816,120.104,120.105,22.9698648,22.9707657,0,[]
2817,120.104,120.105,22.9707657,22.9716666,0,[]
2818,120.104,120.105,22.9716666,22.9725675,0,[]
2819,120.104,120.105,22.9725675,22.9734684,0,[]
2820,120.104,120.105,22.9734684,22.9743693,0,[]
2821,120.104,120.105,22.9743693,22.9752702,0,[]
2822,120.104,120.105,22.9752702,22.9761711,0,[]
2823,120.104,120.105,22.9761711,22.977072,0,[]
2824,120.104,120.105,22.977072,22.9779729,0,[]
2825,120.104,120.105,22.9779729,22.9788738,0,[]
2826,120.104,120.105,22.9788738,22.9797747,0,[]
2827,120.104,120.105,22.9797747,22.9806756,0,[]
2828,120.104,120.105,22.9806756,22.9815765,0,[]
2829,120.104,120.105,22.9815765,22.9824774,0,[]
2830,120.104,120.105,22.9824774,22.9833783,0,[]
2831,120.104,120.105,22.9833783,22.9842792,0,[]
2832,120.104,120.105,22.9842792,22.9851801,0,[]
2833,120.104,120.105,22.9851801,22.986081,0,[]
2834,120.104,120.105,22.986081,22.9869819,0,[]
2835,120.104,120.105,22.9869819,22.9878828,0,[]
2836,120.104,120.105,22.9878828,22.9887837,0,[]
2837,120.104,120.105,22.9887837,22.9896846,0,[]
2838,120.104,120.105,22.9896846,22.9905855,0,[]
2839,120.104,120.105,22.9905855,22.9914864,0,[]
2840,120.104,120.105,22.9914864,22.9923873,0,[]
2841,120.104,120.105,22.9923873,22.9932882,0,[]
2842,120.104,120.105,22.9932882,22.9941891,0,[]
2843,120.104,120.105,22.9941891,22.99509,0,[]
2844,120.104,120.105,22.99509,22.9959909,0,[]
2845,120.104,120.105,22.9959909,22.9968918,0,[]
2846,120.104,120.105,22.9968918,22.9977927,0,[]
2847,120.104,120.105,22.9977927,22.9986936,0,[]
2848,120.104,120.105,22.9986936,22.9995945,0,[]
2849,120.104,120.105,22.9995945,23.0004954,0,[]
2850,120.104,120.105,23.0004954,23.0013963,0,[]
2851,120.104,120.105,23.0013963,23.0022972,0,[]
2852,120.104,120.105,23.0022972,23.0031981,0,[]
2853,120.104,120.105,23.0031981,23.004099,0,[]
2854,120.104,120.105,23.004099,23.0049999,0,[]
2855,120.104,120.105,23.0049999,23.0059008,0,[]
2856,120.104,120.105,23.0059008,23.0068017,0,[]
2857,120.104,120.105,23.0068017,23.0077026,0,[]
2858,120.104,120.105,23.0077026,23.0086035,0,[]
2859,120.104,120.105,23.0086035,23.0095044,0,[]
2860,120.104,120.105,23.0095044,23.0104053,0,[]
2861,120.104,120.105,23.0104053,23.0113062,0,[]
2862,120.104,120.105,23.0113062,23.0122071,0,[]
2863,120.104,120.105,23.0122071,23.013108,0,[]
2864,120.104,120.105,23.013108,23.0140089,0,[]
2865,120.104,120.105,23.0140089,23.0149098,0,[]
2866,120.104,120.105,23.0149098,23.0158107,0,[]
2867,120.104,120.105,23.0158107,23.0167116,0,[]
2868,120.104,120.105,23.0167116,23.0176125,0,[]
2869,120.104,120.105,23.0176125,23.0185134,0,[]
2870,120.104,120.105,23.0185134,23.0194143,0,[]
2871,120.104,120.105,23.0194143,23.0203152,0,[]
2872,120.104,120.105,23.0203152,23.0212161,0,[]
2873,120.104,120.105,23.0212161,23.022117,0,[]
2874,120.104,120.105,23.022117,23.0230179,0,[]
2875,120.104,120.105,23.0230179,23.0239188,0,[]
2876,120.104,120.105,23.0239188,23.0248197,0,[]
2877,120.104,120.105,23.0248197,23.0257206,0,[]
2878,120.104,120.105,23.0257206,23.0266215,0,[]
2879,120.104,120.105,23.0266215,23.0275224,0,[]
2880,120.104,120.105,23.0275224,23.0284233,0,[]
2881,120.104,120.105,23.0284233,23.0293242,0,[]
2882,120.104,120.105,23.0293242,23.0302251,0,[]
2883,120.104,120.105,23.0302251,23.031126,0,[]
2884,120.104,120.105,23.031126,23.0320269,0,[]
2885,120.104,120.105,23.0320269,23.0329278,0,[]
2886,120.104,120.105,23.0329278,23.0338287,0,[]
2887,120.104,120.105,23.0338287,23.0347296,0,[]
2888,120.104,120.105,23.0347296,23.0356305,0,[]
2889,120.104,120.105,23.0356305,23.0365314,0,[]
2890,120.104,120.105,23.0365314,23.0374323,0,[]
2891,120.104,120.105,23.0374323,23.0383332,0,[]
2892,120.104,120.105,23.0383332,23.0392341,0,[]
2893,120.104,120.105,23.0392341,23.040135,0,[]
2894,120.104,120.105,23.040135,23.0410359,0,[]
2895,120.104,120.105,23.0410359,23.0419368,0,[]
2896,120.104,120.105,23.0419368,23.0428377,0,[]
2897,120.104,120.105,23.0428377,23.0437386,0,[]
2898,120.104,120.105,23.0437386,23.0446395,0,[]
2899,120.104,120.105,23.0446395,23.0455404,0,[]
2900,120.104,120.105,23.0455404,23.0464413,0,[]
2901,120.104,120.105,23.0464413,23.0473422,0,[]
2902,120.104,120.105,23.0473422,23.0482431,0,[]
2903,120.104,120.105,23.0482431,23.049144,0,[]
2904,120.104,120.105,23.049144,23.0500449,0,[]
2905,120.104,120.105,23.0500449,23.0509458,0,[]
2906,120.104,120.105,23.0509458,23.0518467,0,[]
2907,120.104,120.105,23.0518467,23.0527476,0,[]
2908,120.104,120.105,23.0527476,23.0536485,0,[]
2909,120.104,120.105,23.0536485,23.0545494,0,[]
2910,120.104,120.105,23.0545494,23.0554503,0,[]
2911,120.104,120.105,23.0554503,23.0563512,0,[]
2912,120.104,120.105,23.0563512,23.0572521,0,[]
2913,120.104,120.105,23.0572521,23.058153,0,[]
2914,120.104,120.105,23.058153,23.0590539,0,[]
2915,120.104,120.105,23.0590539,23.0599548,0,[]
2916,120.104,120.105,23.0599548,23.0608557,0,[]
2917,120.104,120.105,23.0608557,23.0617566,0,[]
2918,120.104,120.105,23.0617566,23.0626575,0,[]
2919,120.104,120.105,23.0626575,23.0635584,0,[]
2920,120.104,120.105,23.0635584,23.0644593,0,[]
2921,120.104,120.105,23.0644593,23.0653602,0,[]
2922,120.104,120.105,23.0653602,23.0662611,0,[]
2923,120.104,120.105,23.0662611,23.067162,0,[]
2924,120.104,120.105,23.067162,23.0680629,0,[]
2925,120.104,120.105,23.0680629,23.0689638,0,[]
2926,120.104,120.105,23.0689638,23.0698647,0,[]
2927,120.104,120.105,23.0698647,23.0707656,0,[]
2928,120.104,120.105,23.0707656,23.0716665,0,[]
2929,120.104,120.105,23.0716665,23.0725674,0,[]
2930,120.104,120.105,23.0725674,23.0734683,0,[]
2931,120.104,120.105,23.0734683,23.0743692,0,[]
2932,120.104,120.105,23.0743692,23.0752701,0,[]
2933,120.104,120.105,23.0752701,23.076171,0,[]
2934,120.104,120.105,23.076171,23.0770719,0,[]
2935,120.104,120.105,23.0770719,23.0779728,0,[]
2936,120.104,120.105,23.0779728,23.0788737,0,[]
2937,120.104,120.105,23.0788737,23.0797746,0,[]
2938,120.104,120.105,23.0797746,23.0806755,0,[]
2939,120.104,120.105,23.0806755,23.0815764,0,[]
2940,120.105,120.106,22.905,22.9059009,0,[]
2941,120.105,120.106,22.9059009,22.9068018,0,[]
2942,120.105,120.106,22.9068018,22.9077027,0,[]
2943,120.105,120.106,22.9077027,22.9086036,0,[]
2944,120.105,120.106,22.9086036,22.9095045,0,[]
2945,120.105,120.106,22.9095045,22.9104054,0,[]
2946,120.105,120.106,22.9104054,22.9113063,0,[]
2947,120.105,120.106,22.9113063,22.9122072,0,[]
2948,120.105,120.106,22.9122072,22.9131081,0,[]
2949,120.105,120.106,22.9131081,22.914009,0,[]
2950,120.105,120.106,22.914009,22.9149099,0,[]
2951,120.105,120.106,22.9149099,22.9158108,0,[]
2952,120.105,120.106,22.9158108,22.9167117,0,[]
2953,120.105,120.106,22.9167117,22.9176126,0,[]
2954,120.105,120.106,22.9176126,22.9185135,0,[]
2955,120.105,120.106,22.9185135,22.9194144,0,[]
2956,120.105,120.106,22.9194144,22.9203153,0,[]
2957,120.105,120.106,22.9203153,22.9212162,0,[]
2958,120.105,120.106,22.9212162,22.9221171,0,[]
2959,120.105,120.106,22.9221171,22.923018,0,[]
2960,120.105,120.106,22.923018,22.9239189,0,[]
2961,120.105,120.106,22.9239189,22.9248198,0,[]
2962,120.105,120.106,22.9248198,22.9257207,0,[]
2963,120.105,120.106,22.9257207,22.9266216,0,[]
2964,120.105,120.106,22.9266216,22.9275225,0,[]
2965,120.105,120.106,22.9275225,22.9284234,0,[]
2966,120.105,120.106,22.9284234,22.9293243,0,[]
2967,120.105,120.106,22.9293243,22.9302252,0,[]
2968,120.105,120.106,22.9302252,22.9311261,0,[]
2969,120.105,120.106,22.9311261,22.932027,0,[]
2970,120.105,120.106,22.932027,22.9329279,0,[]
2971,120.105,120.106,22.9329279,22.9338288,0,[]
2972,120.105,120.106,22.9338288,22.9347297,0,[]
2973,120.105,120.106,22.9347297,22.9356306,0,[]
2974,120.105,120.106,22.9356306,22.9365315,0,[]
2975,120.105,120.106,22.9365315,22.9374324,0,[]
2976,120.105,120.106,22.9374324,22.9383333,0,[]
2977,120.105,120.106,22.9383333,22.9392342,0,[]
2978,120.105,120.106,22.9392342,22.9401351,0,[]
2979,120.105,120.106,22.9401351,22.941036,0,[]
2980,120.105,120.106,22.941036,22.9419369,0,[]
2981,120.105,120.106,22.9419369,22.9428378,0,[]
2982,120.105,120.106,22.9428378,22.9437387,0,[]
2983,120.105,120.106,22.9437387,22.9446396,0,[]
2984,120.105,120.106,22.9446396,22.9455405,0,[]
2985,120.105,120.106,22.9455405,22.9464414,0,[]
2986,120.105,120.106,22.9464414,22.9473423,0,[]
2987,120.105,120.106,22.9473423,22.9482432,0,[]
2988,120.105,120.106,22.9482432,22.9491441,0,[]
2989,120.105,120.106,22.9491441,22.950045,0,[]
2990,120.105,120.106,22.950045,22.9509459,0,[]
2991,120.105,120.106,22.9509459,22.9518468,0,[]
2992,120.105,120.106,22.9518468,22.9527477,0,[]
2993,120.105,120.106,22.9527477,22.9536486,0,[]
2994,120.105,120.106,22.9536486,22.9545495,0,[]
2995,120.105,120.106,22.9545495,22.9554504,0,[]
2996,120.105,120.106,22.9554504,22.9563513,0,[]
2997,120.105,120.106,22.9563513,22.9572522,0,[]
2998,120.105,120.106,22.9572522,22.9581531,0,[]
2999,120.105,120.106,22.9581531,22.959054,0,[]
3000,120.105,120.106,22.959054,22.9599549,0,[]
3001,120.105,120.106,22.9599549,22.9608558,0,[]
3002,120.105,120.106,22.9608558,22.9617567,0,[]
3003,120.105,120.106,22.9617567,22.9626576,0,[]
3004,120.105,120.106,22.9626576,22.9635585,0,[]
3005,120.105,120.106,22.9635585,22.9644594,0,[]
3006,120.105,120.106,22.9644594,22.9653603,0,[]
3007,120.105,120.106,22.9653603,22.9662612,0,[]
3008,120.105,120.106,22.9662612,22.9671621,0,[]
3009,120.105,120.106,22.9671621,22.968063,0,[]
3010,120.105,120.106,22.968063,22.9689639,0,[]
3011,120.105,120.106,22.9689639,22.9698648,0,[]
3012,120.105,120.106,22.9698648,22.9707657,0,[]
3013,120.105,120.106,22.9707657,22.9716666,0,[]
3014,120.105,120.106,22.9716666,22.9725675,0,[]
3015,120.105,120.106,22.9725675,22.9734684,0,[]
3016,120.105,120.106,22.9734684,22.9743693,0,[]
3017,120.105,120.106,22.9743693,22.9752702,0,[]
3018,120.105,120.106,22.9752702,22.9761711,0,[]
3019,120.105,120.106,22.9761711,22.977072,0,[]
3020,120.105,120.106,22.977072,22.9779729,0,[]
3021,120.105,120.106,22.9779729,22.9788738,0,[]
3022,120.105,120.106,22.9788738,22.9797747,0,[]
3023,120.105,120.106,22.9797747,22.9806756,0,[]
3024,120.105,120.106,22.9806756,22.9815765,0,[]
3025,120.105,120.106,22.9815765,22.9824774,0,[]
3026,120.105,120.106,22.9824774,22.9833783,0,[]
3027,120.105,120.106,22.9833783,22.9842792,0,[]
3028,120.105,120.106,22.9842792,22.9851801,0,[]
3029,120.105,120.106,22.9851801,22.986081,0,[]
3030,120.105,120.106,22.986081,22.9869819,0,[]
3031,120.105,120.106,22.9869819,22.9878828,0,[]
3032,120.105,120.106,22.9878828,22.9887837,0,[]
3033,120.105,120.106,22.9887837,22.9896846,0,[]
3034,120.105,120.106,22.9896846,22.9905855,0,[]
3035,120.105,120.106,22.9905855,22.9914864,0,[]
3036,120.105,120.106,22.9914864,22.9923873,0,[]
3037,120.105,120.106,22.9923873,22.9932882,0,[]
3038,120.105,120.106,22.9932882,22.9941891,0,[]
3039,120.105,120.106,22.9941891,22.99509,0,[]
3040,120.105,120.106,22.99509,22.9959909,0,[]
3041,120.105,120.106,22.9959909,22.9968918,0,[]
3042,120.105,120.106,22.9968918,22.9977927,0,[]
3043,120.105,120.106,22.9977927,22.9986936,0,[]
3044,120.105,120.106,22.9986936,22.9995945,0,[]
3045,120.105,120.106,22.9995945,23.0004954,0,[]
3046,120.105,120.106,23.0004954,23.0013963,0,[]
3047,120.105,120.106,23.0013963,23.0022972,0,[]
3048,120.105,120.106,23.0022972,23.0031981,0,[]
3049,120.105,120.106,23.0031981,23.004099,0,[]
3050,120.105,120.106,23.004099,23.0049999,0,[]
3051,120.105,120.106,23.0049999,23.0059008,0,[]
3052,120.105,120.106,23.0059008,23.0068017,0,[]
3053,120.105,120.106,23.0068017,23.0077026,0,[]
3054,120.105,120.106,23.0077026,23.0086035,0,[]
3055,120.105,120.106,23.0086035,23.0095044,0,[]
3056,120.105,120.106,23.0095044,23.0104053,0,[]
3057,120.105,120.106,23.0104053,23.0113062,0,[]
3058,120.105,120.106,23.0113062,23.0122071,0,[]
3059,120.105,120.106,23.0122071,23.013108,0,[]
3060,120.105,120.106,23.013108,23.0140089,0,[]
3061,120.105,120.106,23.0140089,23.0149098,0,[]
3062,120.105,120.106,23.0149098,23.0158107,0,[]
3063,120.105,120.106,23.0158107,23.0167116,0,[]
3064,120.105,120.106,23.0167116,23.0176125,0,[]
3065,120.105,120.106,23.0176125,23.0185134,0,[]
3066,120.105,120.106,23.0185134,23.0194143,0,[]
3067,120.105,120.106,23.0194143,23.0203152,0,[]
3068,120.105,120.106,23.0203152,23.0212161,0,[]
3069,120.105,120.106,23.0212161,23.022117,0,[]
3070,120.105,120.106,23.022117,23.0230179,0,[]
3071,120.105,120.106,23.0230179,23.0239188,0,[]
3072,120.105,120.106,23.0239188,23.0248197,0,[]
3073,120.105,120.106,23.0248197,23.0257206,0,[]
3074,120.105,120.106,23.0257206,23.0266215,0,[]
3075,120.105,120.106,23.0266215,23.0275224,0,[]
3076,120.105,120.106,23.0275224,23.0284233,0,[]
3077,120.105,120.106,23.0284233,23.0293242,0,[]
3078,120.105,120.106,23.0293242,23.0302251,0,[]
3079,120.105,120.106,23.0302251,23.031126,0,[]
3080,120.105,120.106,23.031126,23.0320269,0,[]
3081,120.105,120.106,23.0320269,23.0329278,0,[]
3082,120.105,120.106,23.0329278,23.0338287,0,[]
3083,120.105,120.106,23.0338287,23.0347296,0,[]
3084,120.105,120.106,23.0347296,23.0356305,0,[]
3085,120.105,120.106,23.0356305,23.0365314,0,[]
3086,120.105,120.106,23.0365314,23.0374323,0,[]
3087,120.105,120.106,23.0374323,23.0383332,0,[]
3088,120.105,120.106,23.0383332,23.0392341,0,[]
3089,120.105,120.106,23.0392341,23.040135,0,[]
3090,120.105,120.106,23.040135,23.0410359,0,[]
3091,120.105,120.106,23.0410359,23.0419368,0,[]
3092,120.105,120.106,23.0419368,23.0428377,0,[]
3093,120.105,120.106,23.0428377,23.0437386,0,[]
3094,120.105,120.106,23.0437386,23.0446395,0,[]
3095,120.105,120.106,23.0446395,23.0455404,0,[]
3096,120.105,120.106,23.0455404,23.0464413,0,[]
3097,120.105,120.106,23.0464413,23.0473422,0,[]
3098,120.105,120.106,23.0473422,23.0482431,0,[]
3099,120.105,120.106,23.0482431,23.049144,0,[]
3100,120.105,120.106,23.049144,23.0500449,0,[]
3101,120.105,120.106,23.0500449,23.0509458,0,[]
3102,120.105,120.106,23.0509458,23.0518467,0,[]
3103,120.105,120.106,23.0518467,23.0527476,0,[]
3104,120.105,120.106,23.0527476,23.0536485,0,[]
3105,120.105,120.106,23.0536485,23.0545494,0,[]
3106,120.105,120.106,23.0545494,23.0554503,0,[]
3107,120.105,120.106,23.0554503,23.0563512,0,[]
3108,120.105,120.106,23.0563512,23.0572521,0,[]
3109,120.105,120.106,23.0572521,23.058153,0,[]
3110,120.105,120.106,23.058153,23.0590539,0,[]
3111,120.105,120.106,23.0590539,23.0599548,0,[]
3112,120.105,120.106,23.0599548,23.0608557,0,[]
3113,120.105,120.106,23.0608557,23.0617566,0,[]
3114,120.105,120.106,23.0617566,23.0626575,0,[]
3115,120.105,120.106,23.0626575,23.0635584,0,[]
3116,120.105,120.106,23.0635584,23.0644593,0,[]
3117,120.105,120.106,23.0644593,23.0653602,0,[]
3118,120.105,120.106,23.0653602,23.0662611,0,[]
3119,120.105,120.106,23.0662611,23.067162,0,[]
3120,120.105,120.106,23.067162,23.0680629,0,[]
3121,120.105,120.106,23.0680629,23.0689638,0,[]
3122,120.105,120.106,23.0689638,23.0698647,0,[]
3123,120.105,120.106,23.0698647,23.0707656,0,[]
3124,120.105,120.106,23.0707656,23.0716665,0,[]
3125,120.105,120.106,23.0716665,23.0725674,0,[]
3126,120.105,120.106,23.0725674,23.0734683,0,[]
3127,120.105,120.106,23.0734683,23.0743692,0,[]
3128,120.105,120.106,23.0743692,23.0752701,0,[]
3129,120.105,120.106,23.0752701,23.076171,0,[]
3130,120.105,120.106,23.076171,23.0770719,0,[]
3131,120.105,120.106,23.0770719,23.0779728,0,[]
3132,120.105,120.106,23.0779728,23.0788737,0,[]
3133,120.105,120.106,23.0788737,23.0797746,0,[]
3134,120.105,120.106,23.0797746,23.0806755,0,[]
3135,120.105,120.106,23.0806755,23.0815764,0,[]
3136,120.106,120.107,22.905,22.9059009,0,[]
3137,120.106,120.107,22.9059009,22.9068018,0,[]
3138,120.106,120.107,22.9068018,22.9077027,0,[]
3139,120.106,120.107,22.9077027,22.9086036,0,[]
3140,120.106,120.107,22.9086036,22.9095045,0,[]
3141,120.106,120.107,22.9095045,22.9104054,0,[]
3142,120.106,120.107,22.9104054,22.9113063,0,[]
3143,120.106,120.107,22.9113063,22.9122072,0,[]
3144,120.106,120.107,22.9122072,22.9131081,0,[]
3145,120.106,120.107,22.9131081,22.914009,0,[]
3146,120.106,120.107,22.914009,22.9149099,0,[]
3147,120.106,120.107,22.9149099,22.9158108,0,[]
3148,120.106,120.107,22.9158108,22.9167117,0,[]
3149,120.106,120.107,22.9167117,22.9176126,0,[]
3150,120.106,120.107,22.9176126,22.9185135,0,[]
3151,120.106,120.107,22.9185135,22.9194144,0,[]
3152,120.106,120.107,22.9194144,22.9203153,0,[]
3153,120.106,120.107,22.9203153,22.9212162,0,[]
3154,120.106,120.107,22.9212162,22.9221171,0,[]
3155,120.106,120.107,22.9221171,22.923018,0,[]
3156,120.106,120.107,22.923018,22.9239189,0,[]
3157,120.106,120.107,22.9239189,22.9248198,0,[]
3158,120.106,120.107,22.9248198,22.9257207,0,[]
3159,120.106,120.107,22.9257207,22.9266216,0,[]
3160,120.106,120.107,22.9266216,22.9275225,0,[]
3161,120.106,120.107,22.9275225,22.9284234,0,[]
3162,120.106,120.107,22.9284234,22.9293243,0,[]
3163,120.106,120.107,22.9293243,22.9302252,0,[]
3164,120.106,120.107,22.9302252,22.9311261,0,[]
3165,120.106,120.107,22.9311261,22.932027,0,[]
3166,120.106,120.107,22.932027,22.9329279,0,[]
3167,120.106,120.107,22.9329279,22.9338288,0,[]
3168,120.106,120.107,22.9338288,22.9347297,0,[]
3169,120.106,120.107,22.9347297,22.9356306,0,[]
3170,120.106,120.107,22.9356306,22.9365315,0,[]
3171,120.106,120.107,22.9365315,22.9374324,0,[]
3172,120.106,120.107,22.9374324,22.9383333,0,[]
3173,120.106,120.107,22.9383333,22.9392342,0,[]
3174,120.106,120.107,22.9392342,22.9401351,0,[]
3175,120.106,120.107,22.9401351,22.941036,0,[]
3176,120.106,120.107,22.941036,22.9419369,0,[]
3177,120.106,120.107,22.9419369,22.9428378,0,[]
3178,120.106,120.107,22.9428378,22.9437387,0,[]
3179,120.106,120.107,22.9437387,22.9446396,0,[]
3180,120.106,120.107,22.9446396,22.9455405,0,[]
3181,120.106,120.107,22.9455405,22.9464414,0,[]
3182,120.106,120.107,22.9464414,22.9473423,0,[]
3183,120.106,120.107,22.9473423,22.9482432,0,[]
3184,120.106,120.107,22.9482432,22.9491441,0,[]
3185,120.106,120.107,22.9491441,22.950045,0,[]
3186,120.106,120.107,22.950045,22.9509459,0,[]
3187,120.106,120.107,22.9509459,22.9518468,0,[]
3188,120.106,120.107,22.9518468,22.9527477,0,[]
3189,120.106,120.107,22.9527477,22.9536486,0,[]
3190,120.106,120.107,22.9536486,22.9545495,0,[]
3191,120.106,120.107,22.9545495,22.9554504,0,[]
3192,120.106,120.107,22.9554504,22.9563513,0,[]
3193,120.106,120.107,22.9563513,22.9572522,0,[]
3194,120.106,120.107,22.9572522,22.9581531,0,[]
3195,120.106,120.107,22.9581531,22.959054,0,[]
3196,120.106,120.107,22.959054,22.9599549,0,[]
3197,120.106,120.107,22.9599549,22.9608558,0,[]
3198,120.106,120.107,22.9608558,22.9617567,0,[]
3199,120.106,120.107,22.9617567,22.9626576,0,[]
3200,120.106,120.107,22.9626576,22.9635585,0,[]
3201,120.106,120.107,22.9635585,22.9644594,0,[]
3202,120.106,120.107,22.9644594,22.9653603,0,[]
3203,120.106,120.107,22.9653603,22.9662612,0,[]
3204,120.106,120.107,22.9662612,22.9671621,0,[]
3205,120.106,120.107,22.9671621,22.968063,0,[]
3206,120.106,120.107,22.968063,22.9689639,0,[]
3207,120.106,120.107,22.9689639,22.9698648,0,[]
3208,120.106,120.107,22.9698648,22.9707657,0,[]
3209,120.106,120.107,22.9707657,22.9716666,0,[]
3210,120.106,120.107,22.9716666,22.9725675,0,[]
3211,120.106,120.107,22.9725675,22.9734684,0,[]
3212,120.106,120.107,22.9734684,22.9743693,0,[]
3213,120.106,120.107,22.9743693,22.9752702,0,[]
3214,120.106,120.107,22.9752702,22.9761711,0,[]
3215,120.106,120.107,22.9761711,22.977072,0,[]
3216,120.106,120.107,22.977072,22.9779729,0,[]
3217,120.106,120.107,22.9779729,22.9788738,0,[]
3218,120.106,120.107,22.9788738,22.9797747,0,[]
3219,120.106,120.107,22.9797747,22.9806756,0,[]
3220,120.106,120.107,22.9806756,22.9815765,0,[]
3221,120.106,120.107,22.9815765,22.9824774,0,[]
3222,120.106,120.107,22.9824774,22.9833783,0,[]
3223,120.106,120.107,22.9833783,22.9842792,0,[]
3224,120.106,120.107,22.9842792,22.9851801,0,[]
3225,120.106,120.107,22.9851801,22.986081,0,[]
3226,120.106,120.107,22.986081,22.9869819,0,[]
3227,120.106,120.107,22.9869819,22.9878828,0,[]
3228,120.106,120.107,22.9878828,22.9887837,0,[]
3229,120.106,120.107,22.9887837,22.9896846,0,[]
3230,120.106,120.107,22.9896846,22.9905855,0,[]
3231,120.106,120.107,22.9905855,22.9914864,0,[]
3232,120.106,120.107,22.9914864,22.9923873,0,[]
3233,120.106,120.107,22.9923873,22.9932882,0,[]
3234,120.106,120.107,22.9932882,22.9941891,0,[]
3235,120.106,120.107,22.9941891,22.99509,0,[]
3236,120.106,120.107,22.99509,22.9959909,0,[]
3237,120.106,120.107,22.9959909,22.9968918,0,[]
3238,120.106,120.107,22.9968918,22.9977927,0,[]
3239,120.106,120.107,22.9977927,22.9986936,0,[]
3240,120.106,120.107,22.9986936,22.9995945,0,[]
3241,120.106,120.107,22.9995945,23.0004954,0,[]
3242,120.106,120.107,23.0004954,23.0013963,0,[]
3243,120.106,120.107,23.0013963,23.0022972,0,[]
3244,120.106,120.107,23.0022972,23.0031981,0,[]
3245,120.106,120.107,23.0031981,23.004099,0,[]
3246,120.106,120.107,23.004099,23.0049999,0,[]
3247,120.106,120.107,23.0049999,23.0059008,0,[]
3248,120.106,120.107,23.0059008,23.0068017,0,[]
3249,120.106,120.107,23.0068017,23.0077026,0,[]
3250,120.106,120.107,23.0077026,23.0086035,0,[]
3251,120.106,120.107,23.0086035,23.0095044,0,[]
3252,120.106,120.107,23.0095044,23.0104053,0,[]
3253,120.106,120.107,23.0104053,23.0113062,0,[]
3254,120.106,120.107,23.0113062,23.0122071,0,[]
3255,120.106,120.107,23.0122071,23.013108,0,[]
3256,120.106,120.107,23.013108,23.0140089,0,[]
3257,120.106,120.107,23.0140089,23.0149098,0,[]
3258,120.106,120.107,23.0149098,23.0158107,0,[]
3259,120.106,120.107,23.0158107,23.0167116,0,[]
3260,120.106,120.107,23.0167116,23.0176125,0,[]
3261,120.106,120.107,23.0176125,23.0185134,0,[]
3262,120.106,120.107,23.0185134,23.0194143,0,[]
3263,120.106,120.107,23.0194143,23.0203152,0,[]
3264,120.106,120.107,23.0203152,23.0212161,0,[]
3265,120.106,120.107,23.0212161,23.022117,0,[]
3266,120.106,120.107,23.022117,23.0230179,0,[]
3267,120.106,120.107,23.0230179,23.0239188,0,[]
3268,120.106,120.107,23.0239188,23.0248197,0,[]
3269,120.106,120.107,23.0248197,23.0257206,0,[]
3270,120.106,120.107,23.0257206,23.0266215,0,[]
3271,120.106,120.107,23.0266215,23.0275224,0,[]
3272,120.106,120.107,23.0275224,23.0284233,0,[]
3273,120.106,120.107,23.0284233,23.0293242,0,[]
3274,120.106,120.107,23.0293242,23.0302251,0,[]
3275,120.106,120.107,23.0302251,23.031126,0,[]
3276,120.106,120.107,23.031126,23.0320269,0,[]
3277,120.106,120.107,23.0320269,23.0329278,0,[]
3278,120.106,120.107,23.0329278,23.0338287,0,[]
3279,120.106,120.107,23.0338287,23.0347296,0,[]
3280,120.106,120.107,23.0347296,23.0356305,0,[]
3281,120.106,120.107,23.0356305,23.0365314,0,[]
3282,120.106,120.107,23.0365314,23.0374323,0,[]
3283,120.106,120.107,23.0374323,23.0383332,0,[]
3284,120.106,120.107,23.0383332,23.0392341,0,[]
3285,120.106,120.107,23.0392341,23.040135,0,[]
3286,120.106,120.107,23.040135,23.0410359,0,[]
3287,120.106,120.107,23.0410359,23.0419368,0,[]
3288,120.106,120.107,23.0419368,23.0428377,0,[]
3289,120.106,120.107,23.0428377,23.0437386,0,[]
3290,120.106,120.107,23.0437386,23.0446395,0,[]
3291,120.106,120.107,23.0446395,23.0455404,0,[]
3292,120.106,120.107,23.0455404,23.0464413,0,[]
3293,120.106,120.107,23.0464413,23.0473422,0,[]
3294,120.106,120.107,23.0473422,23.0482431,0,[]
